file,directory,date_logged,log_name,contractor,data_type,log_service,log_activity,log_type,log_job,log_run,log_pass,casing_size_manual,section_size,station_number,station_depth,mfc_correction,interpretation_number,date_stamp
CONTENT-MUD_LOG_1.DLIS-112806.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY2T2,2014/08/18,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:42:19
MUD_LOG_1_INF_1-112807.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY2T2,2014/08/18,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:43:09
CONTENT-MUD_LOG_1.DLIS-112797.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY2,2014/08/17,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:31:48
MUD_LOG_1_INF_1-112798.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY2,2014/08/17,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:32:29
CONTENT-MUD_LOG_1.DLIS-112715.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_A,2014/03/31,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:39:44
MUD_LOG_1_INF_1-112717.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_A,2014/03/31,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:40:51
CONTENT-MUD_LOG_1.DLIS-112732.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_AT3,2014/07/14,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:29:42
MUD_LOG_1_INF_1-112733.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_AT3,2014/07/14,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:30:22
CONTENT-MUD_LOG_1.DLIS-112748.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_B,2014/07/15,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:48:45
MUD_LOG_1_INF_1-112749.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_B,2014/07/15,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:14:49:16
CONTENT-MUD_LOG_1.DLIS-112761.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_C,2014/07/26,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:45:25
MUD_LOG_1_INF_1-112762.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_C,2014/07/26,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:22:45:54
CONTENT-MUD_LOG_1.DLIS-112770.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_D,2014/07/28,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:23:26:36
MUD_LOG_1_INF_1-112771.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_D,2014/07/28,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:23:27:10
CONTENT-MUD_LOG_1.DLIS-112779.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY1,2014/07/28,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:23:07:54
MUD_LOG_1_INF_1-112780.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY1,2014/07/28,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:23:08:23
CONTENT-MUD_LOG_1.DLIS-112788.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY1T2,2014/08/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:15:11:29
MUD_LOG_1_INF_1-112789.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_19_EY1T2,2014/08/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:15:12:02
MUD_LOG_1_INF_1-39501.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:56:19
STATOIL_RAW_DATA_INF_1-39494.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:48:57
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-39490.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:44:51
WL_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-39493.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:47:57
WL_RAW_BHPR-MECH_TIME_MWD_1_INF_1-39491.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:45:51
WL_RAW_BHPR-MECH_TIME_MWD_1-39492.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T3,2015/04/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:47:00
STATOIL_RAW_DATA_INF_1-40825.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/31,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:09:03:37
WL_RAW_BHPR-GR-MECH-REMP_MWD_1-5_INF_1-40804.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/31,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:37:50
WL_RAW_BHPR-MECH_TIME_MWD_1-40809.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/02,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:46:19
WL_RAW_BHPR-MECH_TIME_MWD_1-5_INF_1-40810.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:47:16
WL_RAW_BHPR-MECH_TIME_MWD_2-40811.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:48:20
WL_RAW_BHPR-MECH_TIME_MWD_3-40812.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/08,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:49:35
WL_RAW_BHPR-MECH_TIME_MWD_4-40813.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/15,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:50:50
WL_RAW_BHPR-MECH_TIME_MWD_5-40814.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/03/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:08:51:51
LOGGING_SUMMARY_1-40914.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/06/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:13:05:07
LOGGING_SUMMARY_2-40915.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/06/03,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:13:06:28
MUD_LOG_1_INF_1-40946.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_A,2015/05/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/24:13:27:38
LOGGING_SUMMARY_1-40969.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1,2015/03/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:09:17:24
LOGGING_SUMMARY_2-40970.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1,2015/03/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:09:18:36
MUD_LOG_1_INF_1-111514.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1,2015/03/21,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:00:15:31
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41102.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2015/01/11,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:12:44:33
WL_RAW_BHPR-GR-MECH-REMP_MWD_1-3_INF_1-41124.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2015/01/11,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:12:53:32
WL_RAW_BHPR-MECH_TIME_MWD_1-41127.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2014/11/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:12:59:04
WL_RAW_BHPR-MECH_TIME_MWD_1-4_INF_1-41128.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2015/01/10,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:13:00:16
WL_RAW_BHPR-MECH_TIME_MWD_2-41129.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2014/11/21,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:13:02:02
WL_RAW_BHPR-MECH_TIME_MWD_3-41130.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2014/11/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:13:03:28
WL_RAW_BHPR-MECH_TIME_MWD_4-41131.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2015/01/10,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:13:04:34
MUD_LOG_1_INF_1-41160.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4_T2,2014/10/25,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:13:17:36
STATOIL_RAW_DATA_INF_1-41429.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/03/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:36:55
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41439.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/04/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:49:25
WL_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41432.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/03/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:40:35
WL_RAW_BHPR-MECH_TIME_MWD_1-41433.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/04/08,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:41:12
WL_RAW_BHPR-MECH_TIME_MWD_1_INF_1-41434.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/03/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:41:49
MUD_LOG_1_INF_1-41419.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY1T2,2015/05/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:08:07:52
MUD_LOG_1_INF_1-41477.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/05/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:10:29:18
STATOIL_RAW_DATA_INF_1-41504.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:22:11
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41495.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:09:39
WL_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41499.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:16:12
WL_RAW_BHPR-MECH_TIME_MWD_1-41500.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/16,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:17:28
WL_RAW_BHPR-MECH_TIME_MWD_1_INF_1-41501.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/16,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:18:41
MUD_LOG_1_INF_1-39462.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:22:10
STATOIL_RAW_DATA_INF_1-39459.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:16:04
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-39457.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:13:38
WL_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-39450.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:03:48
WL_RAW_BHPR-MECH_TIME_MWD_1-39451.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:04:56
WL_RAW_BHPR-MECH_TIME_MWD_1_INF_1-39452.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY2,2015/04/24,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/13:15:06:21
MUD_LOG_1_INF_1-41192.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/09/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/25:14:06:18
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41204.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/10/26,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:12:01
WLC_RAW_BHPR-GR-MECH-REMP_MWD_2_INF_1-41206.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/01/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:15:06
WL_RAW_BHPR-GR-MECH-REMP_MWD_1-8_INF_1-41222.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/10/26,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:33:41
WL_RAW_BHPR-GR-MECH-REMP_MWD_1-10_INF_1-41223.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/01/20,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:34:43
WL_RAW_BHPR-MECH_TIME_MWD_1-41233.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/09/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:52:14
WL_RAW_BHPR-MECH_TIME_MWD_1-7_INF_1-41234.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/02/02,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:53:14
WL_RAW_BHPR-MECH_TIME_MWD_2-41235.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/09/14,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:54:20
WL_RAW_BHPR-MECH_TIME_MWD_3-41236.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/09/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:55:22
WL_RAW_BHPR-MECH_TIME_MWD_4-41237.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/09/30,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:56:31
WL_RAW_BHPR-MECH_TIME_MWD_5-41238.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2014/10/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:57:51
WL_RAW_BHPR-MECH_TIME_MWD_6-41239.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/10/21,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:58:54
WL_RAW_BHPR-MECH_TIME_MWD_7-41240.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_4,2015/10/25,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:09:59:54
MUD_LOG_1_INF_1-41529.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/05/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:12:54:55
STATOIL_RAW_DATA_INF_1-41556.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/27,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:38:04
WLC_RAW_BHPR-GR-MECH-REMP_MWD_1_INF_1-41542.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/28,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:19:39
WL_RAW_BHPR-GR-MECH-REMP_MWD_1-2_INF_1-41547.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:26:37
WL_RAW_BHPR-MECH_TIME_MWD_1-41549.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/27,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:30:00
WL_RAW_BHPR-MECH_TIME_MWD_1-2_INF_1-41550.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/27,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:31:09
WL_RAW_BHPR-MECH_TIME_MWD_2-41551.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_BY3,2015/04/27,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2015/08/26:13:32:15
MUD_LOG_INF-113016.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25,2002/05/29,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:08:16:19
TAPELIST-MUD_LOG.LIS-113017.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25,2002/05/29,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:08:16:49
WL_RAW_BHPR-MECH_TIME_MWD_2-69474.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_31,2015/08/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,12 1/4 in,,,,,2016/06/08:07:34:34
WL_RAW_BHPR-MECH_TIME_MWD_3-69476.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_31,2015/09/05,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,12 1/4 in,,,,,2016/06/08:07:37:33
WL_RAW_BHPR-MECH_TIME_MWD_1-69478.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_31,2015/08/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,17 1/2 in,,,,,2016/06/08:07:40:33
MUD_LOG_1_INF_1-113189.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_31,2015/08/16,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:04:38:41
MUD_LOG_INF-112914.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_22,2012/05/19,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:13:02:51
TAPELIST-MUD_LOG.LIS-112915.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_22,2012/05/19,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:13:03:26
MUD_LOG_INF-113055.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_T2,2002/05/29,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:07:56:59
TAPELIST-MUD_LOG.LIS-113056.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_T2,2002/05/29,AUTOMATIC,GEOSERVICES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:07:57:29
WL_RAW_BHPR-MECH_TIME_MWD_2-68125.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_A,2015/06/14,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2016/05/20:13:53:33
WL_RAW_BHPR-MECH_TIME_MWD_3-68126.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_A,2015/06/26,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2016/05/20:13:54:44
WL_RAW_BHPR-MECH_TIME_MWD_1-68127.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_A,2015/06/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,,,,,,2016/05/20:13:56:01
MUD_LOG_1_INF_1-111931.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_A,2015/06/05,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:02:18:01
MUD_LOG1_INF-111976.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_T2,2005/10/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:01:50:54
TAPELIST-MUD_LOG1.DLIS-111977.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_8_T2,2005/10/09,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:01:51:26
CONTENT-MUD_LOG_1.DLIS-111531.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_Y1,2006/08/04,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/03/28:11:24:02
MUD_LOG_1_INF_1-111532.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_2_Y1,2006/08/04,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/03/28:11:24:33
MUD_LOG_1_INF_1-113027.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_AY1,2015/10/17,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:09:40:50
MUD_LOG_1_INF_1-113051.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_AY3,2015/12/06,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:11:17:22
MUD_LOG_1_INF_1-113043.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_AY2,2015/11/15,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:08:09:19
MUD_LOG_1_INF_1-113035.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_25_AY1T2,2015/11/15,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/03:11:47:52
CONTENT-MUD_LOG_1.DLIS-113314.TXT,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_35_AT2,2006/03/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:01:06:19
MUD_LOG_1_INF_1-113315.ASC,/project/recall/prod/arc/norway_a/files/GRANE/NO_25_11_G_35_AT2,2006/03/29,AUTOMATIC,BAKER HUGHES,RAW,,,FINAL,,,,,All sections,,,,,2018/04/04:01:06:51
